institution	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
Institut Européen des Membranes (IEM), UMR 5635 CNRS-ENSCM-UM2	https://api.ror.org/organizations?affiliation=Institut+Europeen+des+Membranes+(IEM),+UMR+5635+CNRS-ENSCM-UM2	31	TRUE	1	COMMON TERMS	Institut Européen des Membranes	https://ror.org/04nmj9827	France
Institut Européen des Membranes, UMR 5635 CNRS-ENSCM-UM2, CC047	https://api.ror.org/organizations?affiliation=Institut+Europeen+des+Membranes,+UMR+5635+CNRS-ENSCM-UM2,+CC047	29	TRUE	1	PHRASE	Institut Européen des Membranes	https://ror.org/04nmj9827	France
Institut Européen des Membranes, UMR 5635 CNRS, ENSCM, Université Montpellier-2	https://api.ror.org/organizations?affiliation=Institut+Europeen+des+Membranes,+UMR+5635+CNRS,+ENSCM,+Universite+Montpellier-2	44	TRUE	1	PHRASE	Institut Européen des Membranes	https://ror.org/04nmj9827	France
INSTITUT FRANÇAIS DES MATÉRIAUX AGRO-SOURCÉS	https://api.ror.org/organizations?affiliation=INSTITUT+FRANCAIS+DES+MATERIAUX+AGRO-SOURCES	19	TRUE	1	COMMON TERMS	Institut Français	https://ror.org/047hdnt12	France
Institut Français des Sciences et Technologies du Transport, de l’Aménagement et des Réseaux (IFSTTAR)	https://api.ror.org/organizations?affiliation=Institut+Francais+des+Sciences+et+Technologies+du+Transport,+de+l'Amenagement+et+des+Reseaux+(IFSTTAR)	35	FALSE	0.81	COMMON TERMS	University of Science and Technology of Togo	https://ror.org/0454rb348	Togo
INSTITUT FRANCAIS DU PETROLE ET DES ENERGIES NOUVELLES (IFPEN)	https://api.ror.org/organizations?affiliation=INSTITUT+FRANCAIS+DU+PETROLE+ET+DES+ENERGIES+NOUVELLES+(IFPEN)	21	TRUE	1	COMMON TERMS	French Institute of Petroleum	https://ror.org/03gcbhc33	France
INSTITUT FÜR ORGANISCHE CHEMIE UND BIOCHEMIE, TECHNISCHE UNIVERSITÄT DARMSTADT	https://api.ror.org/organizations?affiliation=INSTITUT+FUR+ORGANISCHE+CHEMIE+UND+BIOCHEMIE,+TECHNISCHE+UNIVERSITAT+DARMSTADT	36	TRUE	1	PHRASE	TU Darmstadt	https://ror.org/05n911h24	Germany
INSTITUT FÜR TECHNISCHE UND MAKROMOLEKULARE CHEMIE, RWTH AACHEN	https://api.ror.org/organizations?affiliation=INSTITUT+FUR+TECHNISCHE+UND+MAKROMOLEKULARE+CHEMIE,+RWTH+AACHEN	21	TRUE	1	PHRASE	RWTH Aachen University	https://ror.org/04xfq0f34	Germany
INSTITUT JEAN-PIERRE BOURGIN, INRA, AGROPARISTECH, CNRS	https://api.ror.org/organizations?affiliation=INSTITUT+JEAN-PIERRE+BOURGIN,+INRA,+AGROPARISTECH,+CNRS	39	TRUE	1	PHRASE	Institut Jean-Pierre Bourgin	https://ror.org/01wqd6v19	France
INSTITUT LAUE-LANGEVIN	https://api.ror.org/organizations?affiliation=INSTITUT+LAUE-LANGEVIN	18	TRUE	1	PHRASE	Institut Laue-Langevin	https://ror.org/01xtjs520	France
INSTITUT LAVOISIER DE VERSAILLES	https://api.ror.org/organizations?affiliation=INSTITUT+LAVOISIER+DE+VERSAILLES	0						
INSTITUT NATIONAL DE L'ENVIRONNEMENT INDUSTRIEL ET DES RISQUES	https://api.ror.org/organizations?affiliation=INSTITUT+NATIONAL+DE+L'ENVIRONNEMENT+INDUSTRIEL+ET+DES+RISQUES	4	FALSE	1	ACRONYM	Arizona Department of Economic Security	https://ror.org/00s8v8467	United States
Institut National Polytechnique de Toulouse	https://api.ror.org/organizations?affiliation=Institut+National+Polytechnique+de+Toulouse	19	TRUE	1	PHRASE	National Polytechnic Institute of Toulouse	https://ror.org/033p9g875	France
INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE	https://api.ror.org/organizations?affiliation=INSTITUT+NATIONAL+POLYTECHNIQUE+DE+TOULOUSE	2	FALSE	0.29	ACRONYM	National American University	https://ror.org/00qnd3z77	United States
Institut of Solid State Physics, Russian Academy of Science	https://api.ror.org/organizations?affiliation=Institut+of+Solid+State+Physics,+Russian+Academy+of+Science	12	TRUE	0.98	COMMON TERMS	Institute of Solid State Physics	https://ror.org/00ezjkn15	Russia
INSTITUTE FOR ANALYTICAL CHEMISTRY	https://api.ror.org/organizations?affiliation=INSTITUTE+FOR+ANALYTICAL+CHEMISTRY	19	TRUE	0.9	COMMON TERMS	Institute of Analytical Chemistry	https://ror.org/05g7knd32	Czechia
Institute for Chemical and Bioengineering, ETH Zurich	https://api.ror.org/organizations?affiliation=Institute+for+Chemical+and+Bioengineering,+ETH+Zurich	58	TRUE	1	PHRASE	Bioengineering (Switzerland)	https://ror.org/00m2xfz17	Switzerland
INSTITUTE FOR CHEMICAL AND BIOENGINEERING, ETH ZURICH	https://api.ror.org/organizations?affiliation=INSTITUTE+FOR+CHEMICAL+AND+BIOENGINEERING,+ETH+ZURICH	31	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
Institute for Chemical Technology and Polymer Chemistry	https://api.ror.org/organizations?affiliation=Institute+for+Chemical+Technology+and+Polymer+Chemistry	35	FALSE	0.89	COMMON TERMS	Institute of Chemistry and Chemical Technology	https://ror.org/00c6xwj41	Russia
INSTITUTE FOR ENERGY AND ENVIRONMENTAL RESEARCH (IFEU)	https://api.ror.org/organizations?affiliation=INSTITUTE+FOR+ENERGY+AND+ENVIRONMENTAL+RESEARCH+(IFEU)	21	TRUE	1	COMMON TERMS	Institut für Energie- und Umweltforschung Heidelberg	https://ror.org/04701b233	Germany
INSTITUTE FOR INTEGRATIVE BIOLOGY OF THE CELL (I2BC)	https://api.ror.org/organizations?affiliation=INSTITUTE+FOR+INTEGRATIVE+BIOLOGY+OF+THE+CELL+(I2BC)	17	TRUE	0.95	COMMON TERMS	Institute of Integrative Biology of the Cell	https://ror.org/01fftxe08	France
INSTITUTE FOR INTEGRATIVE BIOLOGY OF THE CELL (I2BC), CEA, CNRS, UNIV. PARIS-SUD, UNIVERSITÉ  PARIS-SACLAY	https://api.ror.org/organizations?affiliation=INSTITUTE+FOR+INTEGRATIVE+BIOLOGY+OF+THE+CELL+(I2BC),+CEA,+CNRS,+UNIV.+PARIS-SUD,+UNIVERSITE++PARIS-SACLAY	50	TRUE	1	PHRASE	University of Paris-Saclay	https://ror.org/03xjwb503	France
INSTITUTE FOR SURFACE TECHNOLOGIES AND PHOTONICS	https://api.ror.org/organizations?affiliation=INSTITUTE+FOR+SURFACE+TECHNOLOGIES+AND+PHOTONICS	26	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
INSTITUTE OF AGRICULTURAL TECHNOLOGY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+AGRICULTURAL+TECHNOLOGY	26	FALSE	0.79	COMMON TERMS	Instituto Tecnológico de Aeronáutica	https://ror.org/05vh67662	Brazil
INSTITUTE OF ANALYTICAL CHEMISTRY, CHEMO- AND BIOSENSORS	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+ANALYTICAL+CHEMISTRY,+CHEMO-+AND+BIOSENSORS	30	TRUE	1	PHRASE	Institute of Analytical Chemistry	https://ror.org/05g7knd32	Czechia
Institute of Applied Synthetic Chemistry, Vienna University of Technology	https://api.ror.org/organizations?affiliation=Institute+of+Applied+Synthetic+Chemistry,+Vienna+University+of+Technology	41	FALSE	1	HEURISTICS	University of Vienna	https://ror.org/03prydq77	Austria
INSTITUTE OF BIOCHEMISTRY DEPT. OF BIOTECHNOLOGY & ENZYME CATALYSIS, GREIFSWALD UNIVERSITY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+BIOCHEMISTRY+DEPT.+OF+BIOTECHNOLOGY+&+ENZYME+CATALYSIS,+GREIFSWALD+UNIVERSITY	28	FALSE	0.69	COMMON TERMS	Institute of Biochemistry	https://ror.org/022dvs210	Hungary
INSTITUTE OF BIOLOGY BUCHAREST OF THE ROMANIA ACADEMY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+BIOLOGY+BUCHAREST+OF+THE+ROMANIA+ACADEMY	1	FALSE	0.54	COMMON TERMS	Ministerul Sanatatii	https://ror.org/02vsz1415	Romania
INSTITUTE OF BIOMEDICINE AND NEUROSCIENCE CENTER, UNIVERSITY OF HELSINKI	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+BIOMEDICINE+AND+NEUROSCIENCE+CENTER,+UNIVERSITY+OF+HELSINKI	55	TRUE	1	PHRASE	University of Helsinki	https://ror.org/040af2s02	Finland
Institute of Biotechnology and Food Science,	https://api.ror.org/organizations?affiliation=Institute+of+Biotechnology+and+Food+Science,	50	TRUE	1	PHRASE	Institute of Biotechnology	https://ror.org/00wzqmx94	Czechia
INSTITUTE OF BIOTECHNOLOGY, SLOVAK UNIVERSITY OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+BIOTECHNOLOGY,+SLOVAK+UNIVERSITY+OF+TECHNOLOGY	57	TRUE	1	PHRASE	Institute of Biotechnology	https://ror.org/00wzqmx94	Czechia
Institute of Catalysis and Petrochemistry (CSIC)	https://api.ror.org/organizations?affiliation=Institute+of+Catalysis+and+Petrochemistry+(CSIC)	42	FALSE	1	COMMON TERMS	Instituto de Catálisis y Petroleoquímica	https://ror.org/004swtw80	Spain
INSTITUTE OF CATALYSIS AND PETROCHEMISTRY (CSIC)	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CATALYSIS+AND+PETROCHEMISTRY+(CSIC)	28	TRUE	1	COMMON TERMS	Instituto de Catálisis y Petroleoquímica	https://ror.org/004swtw80	Spain
INSTITUTE OF CATALYSIS AND PETROCHEMSITRY (CSIC)	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CATALYSIS+AND+PETROCHEMSITRY+(CSIC)	28	TRUE	1	COMMON TERMS	Boreskov Institute of Catalysis	https://ror.org/00kftxm09	Russia
Institute of Catalysis of Autonoma University of Madrid	https://api.ror.org/organizations?affiliation=Institute+of+Catalysis+of+Autonoma+University+of+Madrid	18	TRUE	0.9	FUZZY	Autonomous University of Madrid	https://ror.org/01cby8j38	Spain
INSTITUTE OF CATALYSIS, CSIC	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CATALYSIS,+CSIC	24	TRUE	1	PHRASE	Boreskov Institute of Catalysis	https://ror.org/00kftxm09	Russia
INSTITUTE OF CHEMICAL AND ELECTROCHEMICAL PROCESS ENGINEERING	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CHEMICAL+AND+ELECTROCHEMICAL+PROCESS+ENGINEERING	25	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Institute of chemical and engieering science, A*STAR	https://api.ror.org/organizations?affiliation=Institute+of+chemical+and+engieering+science,+A*STAR	69	TRUE	0.98	FUZZY	Institute of Chemical and Engineering Sciences	https://ror.org/01cbwn720	Singapore
Institute of Chemical and Engineering Sciences	https://api.ror.org/organizations?affiliation=Institute+of+Chemical+and+Engineering+Sciences	51	TRUE	1	PHRASE	Institute of Chemical and Engineering Sciences	https://ror.org/01cbwn720	Singapore
INSTITUTE OF CHEMICAL REACTION ENGINEERING	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CHEMICAL+REACTION+ENGINEERING	19	FALSE	0.88	COMMON TERMS	Institute of Chemical Engineering	https://ror.org/01gnp4591	Poland
INSTITUTE OF CHEMICAL REACTION ENGINEERING, DEPARTMENT OF CHEMICAL AND BIOENGINEERING, UNIVERSITY OF ERLANGEN	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CHEMICAL+REACTION+ENGINEERING,+DEPARTMENT+OF+CHEMICAL+AND+BIOENGINEERING,+UNIVERSITY+OF+ERLANGEN	73	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Institute of Chemical Research of Catalonia - ICIQ	https://api.ror.org/organizations?affiliation=Institute+of+Chemical+Research+of+Catalonia+-+ICIQ	11	TRUE	1	COMMON TERMS	Institut Català d'Investigació Química	https://ror.org/013j2zh96	Spain
INSTITUTE OF CHEMICAL RESEARCH OF CATALONIA (ICIQ)	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CHEMICAL+RESEARCH+OF+CATALONIA+(ICIQ)	11	TRUE	1	COMMON TERMS	Institut Català d'Investigació Química	https://ror.org/013j2zh96	Spain
Institute of Chemical Technology, ITQ (UPV - CSIC)	https://api.ror.org/organizations?affiliation=Institute+of+Chemical+Technology,+ITQ+(UPV+-+CSIC)	39	TRUE	1	PHRASE	Institute of Chemical Technology	https://ror.org/00ykac431	India
Institute of Chemistry and Chemical Technology SB RAS	https://api.ror.org/organizations?affiliation=Institute+of+Chemistry+and+Chemical+Technology+SB+RAS	49	FALSE	1	PHRASE	Institute of Chemistry	https://ror.org/02te3c603	Slovakia
INSTITUTE OF CHEMISTRY AND CHEMICAL TECHNOLOGY SB RAS, FRC KRC SB RAS	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CHEMISTRY+AND+CHEMICAL+TECHNOLOGY+SB+RAS,+FRC+KRC+SB+RAS	36	FALSE	0.93	COMMON TERMS	Institute of Chemistry and Chemical Technology	https://ror.org/00c6xwj41	Russia
Institute of Chemistry; Tallinn University of Technology	https://api.ror.org/organizations?affiliation=Institute+of+Chemistry;+Tallinn+University+of+Technology	25	FALSE	1	PHRASE	Institute of Chemistry	https://ror.org/02te3c603	Slovakia
INSTITUTE OF CHEMISTRY/ACADEMIA SINICA	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+CHEMISTRY/ACADEMIA+SINICA	15	TRUE	1	PHRASE	Institute of Chemistry, Academia Sinica	https://ror.org/04xjjma71	Taiwan
Institute of Elemento-organic Chemistry, Nankai University	https://api.ror.org/organizations?affiliation=Institute+of+Elemento-organic+Chemistry,+Nankai+University	32	TRUE	1	PHRASE	Nankai University	https://ror.org/01y1kjr75	China
INSTITUTE OF FOOD SCIENCE, TECHNOLOGY AND NUTRITION (ICTAN)	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+FOOD+SCIENCE,+TECHNOLOGY+AND+NUTRITION+(ICTAN)	40	TRUE	1	PHRASE	Institute of Food Science	https://ror.org/0013zhk30	Italy
Institute of Homogeneous Catalysis and Chemical Synthesis (ISQCH), CSIC-Univ. De Zaragoza. Calle Pedro Cerbuna, 12.E-50009 Zaragoza, Spain.	https://api.ror.org/organizations?affiliation=Institute+of+Homogeneous+Catalysis+and+Chemical+Synthesis+(ISQCH),+CSIC-Univ.+De+Zaragoza.+Calle+Pedro+Cerbuna,+12.E-50009+Zaragoza,+Spain.	13	FALSE	1	ACRONYM	Instituto de Síntesis Química y Catálisis Homogénea	https://ror.org/002smyt64	Spain
INSTITUTE OF INORGANIC CHEMISTRY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+INORGANIC+CHEMISTRY	15	TRUE	1	PHRASE	Institute of Inorganic Chemistry	https://ror.org/01hsjcv06	Czechia
INSTITUTE OF MOLECULAR SCIENCE AND TECHNOLOGIES - CNR	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+MOLECULAR+SCIENCE+AND+TECHNOLOGIES+-+CNR	23	TRUE	1	COMMON TERMS	Institute of Molecular Science and Technologies	https://ror.org/032tyv240	Italy
INSTITUTE OF ORGANIC CHEMISTRY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+ORGANIC+CHEMISTRY	17	FALSE	1	PHRASE	Institute of Organic Chemistry	https://ror.org/01e17d143	Poland
Institute of Physical and Theoretical Chemistry	https://api.ror.org/organizations?affiliation=Institute+of+Physical+and+Theoretical+Chemistry	38	FALSE	0.81	PHRASE	Institute of Physical Chemistry	https://ror.org/00eb1e195	Bulgaria
INSTITUTE OF PHYSICAL AND THEORETICAL CHEMISTRY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+PHYSICAL+AND+THEORETICAL+CHEMISTRY	15	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Institute of Physical Chemistry of the Polish Academy of Sciences	https://api.ror.org/organizations?affiliation=Institute+of+Physical+Chemistry+of+the+Polish+Academy+of+Sciences	14	FALSE	0.84	COMMON TERMS	Instytut Nauk Ekonomicznych	https://ror.org/02a5meq09	Poland
Institute of Process Engineering ETH Zürich	https://api.ror.org/organizations?affiliation=Institute+of+Process+Engineering+ETH+Zurich	19	FALSE	0.85	COMMON TERMS	Institute of Process Engineering	https://ror.org/03j4x9j18	China
Institute of Process Engineering, Chinese Academy	https://api.ror.org/organizations?affiliation=Institute+of+Process+Engineering,+Chinese+Academy	36	TRUE	1	PHRASE	Institute of Process Engineering	https://ror.org/03j4x9j18	China
Institute of Process Engineering, Chinese Academy Sciences	https://api.ror.org/organizations?affiliation=Institute+of+Process+Engineering,+Chinese+Academy+Sciences	38	TRUE	1	PHRASE	Institute of Process Engineering	https://ror.org/03j4x9j18	China
INSTITUTE OF PUBLIC HEALTH, HEIDELBERG UNIVERSITY	https://api.ror.org/organizations?affiliation=INSTITUTE+OF+PUBLIC+HEALTH,+HEIDELBERG+UNIVERSITY	42	FALSE	1	PHRASE	Institute of Public Health	https://ror.org/000w57b95	Albania
INSTITUTO DE BIOLOGIA EXPERIMENTAL E TECNOLÓGICA	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+BIOLOGIA+EXPERIMENTAL+E+TECNOLOGICA	4	FALSE	0.23	ACRONYM	Dwight Englewood School	https://ror.org/02e08kw49	United States
Instituto de Carboquimica (ICB-CSIC)	https://api.ror.org/organizations?affiliation=Instituto+de+Carboquimica+(ICB-CSIC)	28	TRUE	1	COMMON TERMS	Instituto de Carboquímica	https://ror.org/05dsysc59	Spain
INSTITUTO DE CATALISIS Y PETROLEOQUIMICA - CSIC	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+CATALISIS+Y+PETROLEOQUIMICA+-+CSIC	1	FALSE	0.23	ACRONYM	Open Knowledge Foundation Deutschland	https://ror.org/02cfy3z22	Germany
INSTITUTO DE CATÁLISIS Y PETROLEOQUÍMICA-CSIC	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+CATALISIS+Y+PETROLEOQUIMICA-CSIC	1	FALSE	0.23	ACRONYM	Open Knowledge Foundation Deutschland	https://ror.org/02cfy3z22	Germany
Instituto de Catálisis y Petroleoquímica, CSIC/ CI	https://api.ror.org/organizations?affiliation=Instituto+de+Catalisis+y+Petroleoquimica,+CSIC/+CI	22	TRUE	1	PHRASE	Instituto de Catálisis y Petroleoquímica	https://ror.org/004swtw80	Spain
Instituto de Catálisis-CSIC, Campus UAM-CSIC,	https://api.ror.org/organizations?affiliation=Instituto+de+Catalisis-CSIC,+Campus+UAM-CSIC,	44	FALSE	0.9	ACRONYM	Spanish National Research Council	https://ror.org/02gfc7t72	Spain
INSTITUTO DE INVESTIGACIONES EN CATÁLISIS Y PETROQUÍMICA – INCAPE (FIQ, UNL5 CONICET)	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+INVESTIGACIONES+EN+CATALISIS+Y+PETROQUIMICA+-+INCAPE+(FIQ,+UNL5+CONICET)	1	FALSE	0.27	ACRONYM	Open Knowledge Foundation Deutschland	https://ror.org/02cfy3z22	Germany
Instituto de la Grasa-CSIC	https://api.ror.org/organizations?affiliation=Instituto+de+la+Grasa-CSIC	23	TRUE	1	COMMON TERMS	Instituto de la Grasa	https://ror.org/00fkwx227	Spain
Instituto de Tecnología Química (CSIC-UPV)	https://api.ror.org/organizations?affiliation=Instituto+de+Tecnologia+Quimica+(CSIC-UPV)	24	TRUE	1	COMMON TERMS	Instituto de Tecnología Química	https://ror.org/038792a28	Spain
INSTITUTO DE TECNOLOGIA QUIMICA (ITQ CSIC-UPV)	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+TECNOLOGIA+QUIMICA+(ITQ+CSIC-UPV)	1	FALSE	0.77	FUZZY	Illinois Institute of Technology	https://ror.org/037t3ry66	United States
INSTITUTO DE TECNOLOGIA QUÍMICA (ITQ, UPV-CSIC)	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+TECNOLOGIA+QUIMICA+(ITQ,+UPV-CSIC)	1	FALSE	0.77	FUZZY	Illinois Institute of Technology	https://ror.org/037t3ry66	United States
INSTITUTO DE TECNOLOGíA QUíMICA (ITQ, UPV-CSIC)	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+TECNOLOGiA+QUiMICA+(ITQ,+UPV-CSIC)	1	FALSE	0.77	FUZZY	Illinois Institute of Technology	https://ror.org/037t3ry66	United States
INSTITUTO DE TECNOLOGÍA QUÍMICA (ITQ, UPV-CSIC)	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+TECNOLOGIA+QUIMICA+(ITQ,+UPV-CSIC)	1	FALSE	0.77	FUZZY	Illinois Institute of Technology	https://ror.org/037t3ry66	United States
Instituto de Tecnología Química (UPV-CSIC)	https://api.ror.org/organizations?affiliation=Instituto+de+Tecnologia+Quimica+(UPV-CSIC)	24	TRUE	1	COMMON TERMS	Instituto de Tecnología Química	https://ror.org/038792a28	Spain
Instituto de Tecnologia Quimica e Biologica Antonio Xavier/Universidade Nova de Lisboa	https://api.ror.org/organizations?affiliation=Instituto+de+Tecnologia+Quimica+e+Biologica+Antonio+Xavier/Universidade+Nova+de+Lisboa	16	FALSE	0.62	FUZZY	Instituto de Tecnologia do Paraná	https://ror.org/01yv6h358	Brazil
Instituto de Tecnologia Química e Biologica Antonio Xavier/Universidade Nova de Lisboa	https://api.ror.org/organizations?affiliation=Instituto+de+Tecnologia+Quimica+e+Biologica+Antonio+Xavier/Universidade+Nova+de+Lisboa	16	FALSE	0.62	FUZZY	Instituto de Tecnologia do Paraná	https://ror.org/01yv6h358	Brazil
INSTITUTO DE TECNOLOGÍA QUÍMICA, ITQ (UPV - CSIC)	https://api.ror.org/organizations?affiliation=INSTITUTO+DE+TECNOLOGIA+QUIMICA,+ITQ+(UPV+-+CSIC)	3	FALSE	0.77	FUZZY	Illinois Institute of Technology	https://ror.org/037t3ry66	United States
Instituto de Tecnología Química, UPV-CSIC, Campus de la Universidad Politécnica de Valencia	https://api.ror.org/organizations?affiliation=Instituto+de+Tecnologia+Quimica,+UPV-CSIC,+Campus+de+la+Universidad+Politecnica+de+Valencia	30	TRUE	1	COMMON TERMS	Universitat Politècnica de València	https://ror.org/01460j859	Spain
INSTITUTO MURCIANO DE INVESTIGACIÓN Y DESARROLLO AGRARIO Y ALIMENTARIO (IMIDA)	https://api.ror.org/organizations?affiliation=INSTITUTO+MURCIANO+DE+INVESTIGACION+Y+DESARROLLO+AGRARIO+Y+ALIMENTARIO+(IMIDA)	1	FALSE	0.28	ACRONYM	Open Knowledge Foundation Deutschland	https://ror.org/02cfy3z22	Germany
INSTITUTO POLITÉCNICO DE BRAGANÇA	https://api.ror.org/organizations?affiliation=INSTITUTO+POLITECNICO+DE+BRAGANCA	0						
INSTITUTO SUPERIOR DE AGRONOMIA	https://api.ror.org/organizations?affiliation=INSTITUTO+SUPERIOR+DE+AGRONOMIA	1	FALSE	0.55	FUZZY	Florida Agricultural and Mechanical University	https://ror.org/00c4wc133	United States
INSTITUTO SUPERIOR TÉCNICO	https://api.ror.org/organizations?affiliation=INSTITUTO+SUPERIOR+TECNICO	17	FALSE	0.69	COMMON TERMS	Instituto Superior Monitor	https://ror.org/01392hb02	Mozambique
INSTITUTO SUPERIOR TÉCNICO - UNIVERSIDADE DE LISBOA	https://api.ror.org/organizations?affiliation=INSTITUTO+SUPERIOR+TECNICO+-+UNIVERSIDADE+DE+LISBOA	1	FALSE	0.24	ACRONYM	Open Knowledge Foundation Deutschland	https://ror.org/02cfy3z22	Germany
INSTITUTO SUPERIOR TÉCNICO / UNIVERSITY OF LISBON	https://api.ror.org/organizations?affiliation=INSTITUTO+SUPERIOR+TECNICO+/+UNIVERSITY+OF+LISBON	16	FALSE	0.72	COMMON TERMS	South Colombian University	https://ror.org/04s60rj63	Colombia
INSTITUTO SUPERIOR TÉCNICO DE LISBOA	https://api.ror.org/organizations?affiliation=INSTITUTO+SUPERIOR+TECNICO+DE+LISBOA	0						
INTEMA - UNMdP	https://api.ror.org/organizations?affiliation=INTEMA+-+UNMdP	7	TRUE	0.9	ACRONYM	Instituto de Investigaciones en Ciencia y Tecnología de Materiales	https://ror.org/034s8ev31	Argentina
INTEMA. Mar del Plata National University	https://api.ror.org/organizations?affiliation=INTEMA.+Mar+del+Plata+National+University	20	TRUE	0.9	ACRONYM	Instituto de Investigaciones en Ciencia y Tecnología de Materiales	https://ror.org/034s8ev31	Argentina
IPCMS	https://api.ror.org/organizations?affiliation=IPCMS	1	TRUE	0.9	ACRONYM	Institut de Physique et Chimie des Matériaux de Strasbourg	https://ror.org/02za18p66	France
IPCMS-CNRS	https://api.ror.org/organizations?affiliation=IPCMS-CNRS	4	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
IPHC CNRS	https://api.ror.org/organizations?affiliation=IPHC+CNRS	5	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
IPHC CNRS and Institute of Organic Chemistry, NASU, Kiev, Ukraine	https://api.ror.org/organizations?affiliation=IPHC+CNRS+and+Institute+of+Organic+Chemistry,+NASU,+Kiev,+Ukraine	9	TRUE	1	PHRASE	Institute of Organic Chemistry	https://ror.org/03t5hbz89	Ukraine
IPHC, CNRS	https://api.ror.org/organizations?affiliation=IPHC,+CNRS	5	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
IPREM UMR 5254 / E2S-UPPA	https://api.ror.org/organizations?affiliation=IPREM+UMR+5254+/+E2S-UPPA	9	TRUE	0.9	ACRONYM	Institut des Sciences Analytiques et de Physico-Chimie pour l'Environnement et les Matériaux	https://ror.org/00222yk13	France
IQSC - São Paulo University	https://api.ror.org/organizations?affiliation=IQSC+-+Sao+Paulo+University	13	TRUE	0.9	HEURISTICS	Universidade de São Paulo	https://ror.org/036rp1748	Brazil
IQSC / São Paulo University	https://api.ror.org/organizations?affiliation=IQSC+/+Sao+Paulo+University	13	TRUE	0.9	HEURISTICS	Universidade de São Paulo	https://ror.org/036rp1748	Brazil
IQSC/ São Paulo University	https://api.ror.org/organizations?affiliation=IQSC/+Sao+Paulo+University	13	TRUE	0.9	HEURISTICS	Universidade de São Paulo	https://ror.org/036rp1748	Brazil
IQSC/São Paulo University	https://api.ror.org/organizations?affiliation=IQSC/Sao+Paulo+University	13	TRUE	0.9	HEURISTICS	Universidade de São Paulo	https://ror.org/036rp1748	Brazil
IRCELyon	https://api.ror.org/organizations?affiliation=IRCELyon	0						
IRCELYON	https://api.ror.org/organizations?affiliation=IRCELYON	1	TRUE	0.9	ACRONYM	Institute of Researches on Catalysis and Environment in Lyon	https://ror.org/04fy20a51	France
IRCELyon - LGPC	https://api.ror.org/organizations?affiliation=IRCELyon+-+LGPC	2	TRUE	0.9	ACRONYM	Laboratoire de Génie des Procédés Catalytiques	https://ror.org/011907q25	France
ircelyon CNRS	https://api.ror.org/organizations?affiliation=ircelyon+CNRS	11	TRUE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
IRCELYON UMR 5256 CNRS	https://api.ror.org/organizations?affiliation=IRCELYON+UMR+5256+CNRS	12	FALSE	0.9	ACRONYM	National Council for Scientific Research	https://ror.org/00x9ewr78	Lebanon
Ircelyon Université Claude Bernard Lyon1-CNRS	https://api.ror.org/organizations?affiliation=Ircelyon+Universite+Claude+Bernard+Lyon1-CNRS	20	TRUE	0.97	COMMON TERMS	Claude Bernard University Lyon 1	https://ror.org/029brtt94	France
